Model,Model_0,precision_0,recall_0,f1-score_0,Model_1,precision_1,recall_1,f1-score_1,Model_accuracy,precision_accuracy,recall_accuracy,f1-score_accuracy,Model_macro_avg,precision_macro_avg,recall_macro_avg,f1-score_macro_avg,Model_weighted_avg,precision_weighted_avg,recall_weighted_avg,f1-score_weighted_avg
"RandomForestClassifier(n_estimators=200, n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.994278093271382,0.676911544227886,0.7861666654535426,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0159434100571763,0.45,0.0302009998979695,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.6751971559860904,0.6751971559860904,0.6751971559860904,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5051107516642791,0.563455772113943,0.4081838326757561,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9877295680127612,0.6751971559860904,0.7810021667763594
"KNeighborsClassifier(metric='manhattan', n_neighbors=2, weights='distance')",KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9927256105524356,0.7136431784107946,0.8301771654142432,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.0052361732300643,0.225,0.0102263856362217,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.7103348325172095,0.7103348325172095,0.7103348325172095,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.49898089189125,0.4693215892053973,0.4202017755252324,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9861094690277952,0.7103348325172095,0.8246730089301069
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              feature_weights=None, gamma=0, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.3, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=6,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, multi_strategy=None, n_estimators=100,
              n_jobs=-1, num_parallel_tree=None, ...)",XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9949603371191966,0.8628185907046477,0.9189039487851238,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.0082872928176795,0.3,0.0161290322580645,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.859365020225676,0.859365020225676,0.859365020225676,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5016238149684381,0.5814092953523238,0.4675164905215941,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9883541898739812,0.859365020225676,0.9129214920466242
SVC(C=20),SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9948173868312756,0.5389805097451275,0.6818015463176754,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.0087130062305295,0.575,0.0170967287084038,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5389621478248527,0.5389621478248527,0.5389621478248527,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5017651965309027,0.5569902548725637,0.3494491375130396,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9882116849610184,0.5389621478248527,0.6772389296972583
"ExtraTreesClassifier(criterion='entropy', max_features=80, n_estimators=80,
                     random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.997971602434077,0.4992503748125937,0.6311143418789418,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0124121463326725,0.8,0.0243043478260869,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5009425342417146,0.5009425342417146,0.5009425342417146,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5051918743833748,0.6496251874062968,0.3277093448525143,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.991372218316224,0.5009425342417146,0.626894992506971
"RandomForestClassifier(n_estimators=200, n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.994278093271382,0.676911544227886,0.7861666654535426,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0159434100571763,0.45,0.0302009998979695,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.6751971559860904,0.6751971559860904,0.6751971559860904,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5051107516642791,0.563455772113943,0.4081838326757561,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9877295680127612,0.6751971559860904,0.7810021667763594
"KNeighborsClassifier(metric='manhattan', n_neighbors=2, weights='distance')",KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9927256105524356,0.7136431784107946,0.8301771654142432,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.0052361732300643,0.225,0.0102263856362217,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.7103348325172095,0.7103348325172095,0.7103348325172095,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.49898089189125,0.4693215892053973,0.4202017755252324,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9861094690277952,0.7103348325172095,0.8246730089301069
"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device=None, early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              feature_weights=None, gamma=0, grow_policy=None,
              importance_type=None, interaction_constraints=None,
              learning_rate=0.3, max_bin=None, max_cat_threshold=None,
              max_cat_to_onehot=None, max_delta_step=None, max_depth=6,
              max_leaves=None, min_child_weight=None, missing=nan,
              monotone_constraints=None, multi_strategy=None, n_estimators=100,
              n_jobs=-1, num_parallel_tree=None, ...)",XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9949603371191966,0.8628185907046477,0.9189039487851238,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.0082872928176795,0.3,0.0161290322580645,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.859365020225676,0.859365020225676,0.859365020225676,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.5016238149684381,0.5814092953523238,0.4675164905215941,XGBClassifier(objective_binary:logistic)(base_score_None)(booster_None)(callbacks_None)(colsample_bylevel_None)(colsample_bynode_None)(colsample_bytree_None)(device_None)(early_stopping_rounds_None)(enable_categorical_False)(eval_metric_None)(feature_types_None)(feature_weights_None)(gamma_0)(grow_policy_None)(importance_type_None)(interaction_constraints_None)(learning_rate_0.3)(max_bin_None)(max_cat_threshold_None)(max_cat_to_onehot_None)(max_delta_step_None)(max_depth_6)(max_leaves_None)(min_child_weight_None)(missing_nan)(monotone_constraints_None)(multi_strategy_None)(n_estimators_100)(n_jobs_-1)(num_parallel_tree_None)(random_state_42)(reg_alpha_None)(reg_lambda_None)(sampling_method_None)(scale_pos_weight_None)(subsample_1)(tree_method_None)(validate_parameters_None)(verbosity_None),0.9883541898739812,0.859365020225676,0.9129214920466242
SVC(C=20),SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9948173868312756,0.5389805097451275,0.6818015463176754,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.0087130062305295,0.575,0.0170967287084038,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5389621478248527,0.5389621478248527,0.5389621478248527,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.5017651965309027,0.5569902548725637,0.3494491375130396,SVC(C_20)(break_ties_False)(cache_size_200)(class_weight_None)(coef0_0.0)(decision_function_shape_ovr)(degree_3)(gamma_scale)(kernel_rbf)(max_iter_-1)(probability_False)(random_state_None)(shrinking_True)(tol_0.001)(verbose_False),0.9882116849610184,0.5389621478248527,0.6772389296972583
"ExtraTreesClassifier(criterion='entropy', max_features=80, n_estimators=80,
                     random_state=42)",ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.997971602434077,0.4992503748125937,0.6311143418789418,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0124121463326725,0.8,0.0243043478260869,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5009425342417146,0.5009425342417146,0.5009425342417146,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5051918743833748,0.6496251874062968,0.3277093448525143,ExtraTreesClassifier(bootstrap_False)(ccp_alpha_0.0)(class_weight_None)(criterion_entropy)(max_depth_None)(max_features_80)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_80)(n_jobs_None)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.991372218316224,0.5009425342417146,0.626894992506971
"RandomForestClassifier(n_estimators=200, n_jobs=-1, random_state=42)",RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9950200829441922,0.7413793103448276,0.8479677663280534,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.0122585177379697,0.45,0.0237834246802856,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.7393404921581151,0.7393404921581151,0.7393404921581151,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.5036393003410811,0.5956896551724138,0.4358755955041695,RandomForestClassifier(bootstrap_True)(ccp_alpha_0.0)(class_weight_None)(criterion_gini)(max_depth_None)(max_features_sqrt)(max_leaf_nodes_None)(max_samples_None)(min_impurity_decrease_0.0)(min_samples_leaf_1)(min_samples_split_2)(min_weight_fraction_leaf_0.0)(monotonic_cst_None)(n_estimators_200)(n_jobs_-1)(oob_score_False)(random_state_42)(verbose_0)(warm_start_False),0.9884374540119746,0.7393404921581151,0.8424170381016904
"KNeighborsClassifier(metric='manhattan', n_neighbors=2, weights='distance')",KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9936409715670496,0.6934032983508246,0.8163839780858502,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.007107989046315,0.35,0.0139211665527455,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.6909685260095095,0.6909685260095095,0.6909685260095095,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.5003744803066823,0.5217016491754123,0.4151525723192978,KNeighborsClassifier(algorithm_auto)(leaf_size_30)(metric_manhattan)(metric_params_None)(n_jobs_None)(n_neighbors_2)(p_2)(weights_distance),0.9870304605702244,0.6909685260095095,0.8109889597928022
